,id,n_victimas,anio,mes,dia,fecha,hora,franja_hora,comuna,tipo_calle,cruce,geocodificacion_CABA,longitud,latitud,victima,acusado,gravedad,vehiculo,sexo,edad,dia_noche
20622,LC-2021-0093276,1,2021,March,2,,1900-01-01 08:30:00,8,8,CALLE,no,Point (102031.005561068 96998.6822739673),-58.441143989479,-34.656323099203,MOTO,AUTO,leve,MOTO,varon,31-40,Día
20623,LC-2021-0093668,1,2021,March,2,,1900-01-01 08:20:00,8,SD,SD,no,SD,SD,SD,AUTO,CAMIONETA,leve,AUTO,varon,21-30,Día
20624,LC-2021-0093707,1,2021,March,2,,1900-01-01 11:30:00,11,SD,SD,no,SD,SD,SD,MOTO,CAMION,leve,MOTO,varon,21-30,Día
20625,LC-2021-0093728,1,2021,March,2,,1900-01-01 00:00:00,0,SD,SD,no,SD,SD,SD,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
20627,LC-2021-0094116,1,2021,March,2,,1900-01-01 14:15:00,14,13,AVENIDA,si,Point (100916.351069455 107069.356260152),-58.453313876800,-34.565543419143,MOTO,TRANSPORTE PUBLICO,leve,MOTO,varon,21-30,Día
20628,LC-2021-0094256,1,2021,March,2,,1900-01-01 16:40:00,16,14,CALLE,no,Point (104919.473321194 104698.893907783),-58.409678130234,-34.586900712949,PEATON,AUTO,leve,PEATON,varon,31-40,Día
20629,LC-2021-0094263,1,2021,March,2,,1900-01-01 14:40:00,14,11,CALLE,si,Point (95256.8637360588 103002.446522201),-58.515008503108,-34.602193538703,AUTO,AUTO,leve,AUTO,varon,31-40,Día
20630,LC-2021-0094264,1,2021,March,2,,1900-01-01 14:00:00,14,14,CALLE,si,Point (103323.728383756 105383.862085601),-58.427074107812,-34.580732417081,MOTO,AUTO,leve,MOTO,varon,41-50,Día
20631,LC-2021-0094288,1,2021,March,2,,1900-01-01 13:45:00,13,1,CALLE,si,Point (107417.64685477 103208.154790465),-58.382435562984,-34.600324009873,MOTO,CAMIONETA,leve,MOTO,varon,21-30,Día
20632,LC-2021-0094388,1,2021,March,2,,1900-01-01 16:16:00,16,11,AVENIDA,no,Point (95969.9960772038 102934.042337457),-58.507234389681,-34.602813248185,MOTO,AUTO,leve,MOTO,varon,31-40,Día
20633,LC-2021-0094409,1,2021,March,2,,1900-01-01 15:34:00,15,10,CALLE,no,Point (97003.3482356877 101369.540207938),-58.495974508288,-34.616919909857,MOTO,OTRO,leve,MOTO,varon,11-20,Día
20634,LC-2021-0094466,1,2021,March,2,,1900-01-01 16:20:00,16,10,CALLE,si,Point (96295.8112502614 101841.424477616),-58.503687223357,-34.612663805292,MOTO,CAMIONETA,leve,MOTO,varon,41-50,Día
20635,LC-2021-0094491,1,2021,March,2,,1900-01-01 14:40:00,14,15,AVENIDA,si,Point (102582.071555265 102850.165426002),-58.435149903502,-34.603574367238,MOTO,AUTO,leve,MOTO,varon,31-40,Día
20636,LC-2021-0094717,1,2021,March,2,,1900-01-01 18:20:00,18,13,AVENIDA,si,Point (99831.6539631175 108488.606572823),-58.465133493890,-34.552749937145,MOTO,TAXI,leve,MOTO,varon,31-40,Día
20637,LC-2021-0094797,1,2021,March,2,,1900-01-01 17:23:00,17,10,AVENIDA,no,Point (99096.806650834 99365.7843982941),-58.473150222751,-34.634986639952,MOTO,AUTO,leve,MOTO,mujer,11-20,Día
20638,LC-2021-0094875,1,2021,March,2,,1900-01-01 19:15:00,19,1,CALLE,si,Point (107457.873142661 103212.285180299),-58.381997069239,-34.600286487553,PEATON,MOTO,leve,PEATON,mujer,41-50,Noche
20639,LC-2021-0094945,1,2021,March,2,,1900-01-01 21:30:00,21,13,CALLE,si,Point (101437.803897913 108682.69763399),-58.447634205963,-34.550999397797,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
20640,LC-2021-0095006,1,2021,March,2,,1900-01-01 15:43:00,15,13,AVENIDA,si,Point (101284.961286973 108259.362610538),-58.449298836516,-34.554815745295,MOTO,AUTO,leve,MOTO,varon,31-40,Día
20641,LC-2021-0095016,1,2021,March,2,,1900-01-01 22:40:00,22,6,AVENIDA,no,Point (101088.584606147 100083.35831678),-58.451428537315,-34.628518080578,MOTO,AUTO,leve,MOTO,varon,11-20,Noche
20644,LC-2021-0098414,1,2021,March,2,,1900-01-01 12:55:00,12,14,AVENIDA,no,Point (105313.131386172 105865.748626157),-58.405394546721,-34.576380216576,MOTO,AUTO,leve,MOTO,varon,31-40,Día
20646,LC-2021-0095313,1,2021,March,3,,1900-01-01 08:00:00,8,9,AVENIDA,si,Point (98475.4414313688 98665.1114730461),-58.479928209407,-34.641301998400,PEATON,MOTO,grave,PEATON,mujer,51-60,Día
20647,LC-2021-0095540,1,2021,March,3,,1900-01-01 09:40:00,9,14,AVENIDA,si,Point (102548.088576636 106013.245635685),-58.435529669503,-34.575061037860,MOTO,AUTO,leve,MOTO,varon,31-40,Día
20648,LC-2021-0095547,1,2021,March,3,,1900-01-01 10:36:00,10,15,CALLE,si,Point (102288.469969257 103622.333574437),-58.438352781119,-34.596614392847,MOTO,AUTO,leve,MOTO,varon,41-50,Día
20649,LC-2021-0095728,1,2021,March,3,,1900-01-01 10:30:00,10,SD,SD,no,SD,SD,SD,MOTO,CAMIONETA,leve,MOTO,varon,31-40,Día
20650,LC-2021-0095739,1,2021,March,3,,1900-01-01 12:00:00,12,12,AVENIDA,si,Point (99439.9169472928 109080.80952135),-58.469401187012,-34.547411361677,MOTO,TAXI,leve,MOTO,varon,51-60,Día
20651,LC-2021-0095777,1,2021,March,3,,1900-01-01 12:30:00,12,8,CALLE,si,Point (99583.2164501125 93183.7042563619),-58.467848827324,-34.690714333866,PEATON,AUTO,leve,PEATON,mujer,61-70,Día
20652,LC-2021-0095824,1,2021,March,3,,1900-01-01 12:20:00,12,2,AVENIDA,si,Point (106754.322670087 103306.711094163),-58.389667617665,-34.599440124047,MOTO,AUTO,leve,MOTO,varon,21-30,Día
20654,LC-2021-0095987,1,2021,March,3,,1900-01-01 14:02:00,14,14,AVENIDA,si,Point (103813.504915483 105333.811451175),-58.421735801630,-34.581181921465,MOTO,TRANSPORTE PUBLICO,leve,MOTO,varon,31-40,Día
20657,LC-2021-0096135,1,2021,March,3,,1900-01-01 14:10:00,14,9,AVENIDA,no,Point (96647.3617315645 97761.0151586718),-58.499870603127,-34.649447402532,PEATON,CAMIONETA,leve,PEATON,mujer,41-50,Día
20662,LC-2021-0096453,2,2021,March,3,,1900-01-01 16:40:00,16,8,CALLE,no,Point (99744.8778374336 94468.9376532869),-58.466084077330,-34.679128910421,MOTO,AUTO,leve,MOTO,varon,11-20,Día
20663,LC-2021-0096453,2,2021,March,3,,1900-01-01 16:40:00,16,8,CALLE,no,Point (99744.8778374336 94468.9376532869),-58.466084077330,-34.679128910421,MOTO,AUTO,leve,MOTO,mujer,11-20,Día
20664,LC-2021-0096522,1,2021,March,3,,1900-01-01 16:15:00,16,15,AVENIDA,no,Point (99638.167945567 105550.681148262),-58.467243036335,-34.579233748198,AUTO,AUTO,leve,AUTO,mujer,41-50,Día
20669,LC-2021-0096785,1,2021,March,3,,1900-01-01 18:50:00,18,1,CALLE,no,Point (106626.574660764 102841.934593144),-58.391056659497,-34.603630640593,MOTO,MOTO,leve,MOTO,varon,21-30,Día
20670,LC-2021-0096820,2,2021,March,3,,1900-01-01 20:13:00,20,14,AVENIDA,si,Point (102894.375090506 106091.562160127),-58.431756002977,-34.574354157797,MOTO,MOTO,leve,MOTO,varon,31-40,Noche
20671,LC-2021-0096820,2,2021,March,3,,1900-01-01 20:13:00,20,14,AVENIDA,si,Point (102894.375090506 106091.562160127),-58.431756002977,-34.574354157797,MOTO,MOTO,leve,MOTO,varon,21-30,Noche
20672,LC-2021-0100633,1,2021,March,3,,1900-01-01 02:20:00,2,8,CALLE,si,Point (101616.016718271 96584.1855104341),-58.445670300744,-34.660060231778,PEATON,AUTO,leve,PEATON,varon,41-50,Noche
20673,LC-2021-0123570,1,2021,March,3,,1900-01-01 08:45:00,8,14,AVENIDA,si,Point (103045.5579833 105794.327642458),-58.430107337420,-34.577033139048,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,71-80,Día
20674,LC-2021-0097482,1,2021,March,4,,1900-01-01 09:00:00,9,3,AVENIDA,si,Point (105510.849419779 101047.458355083),-58.403208766613,-34.619813317243,PEATON,TAXI,leve,PEATON,mujer,81+,Día
20677,LC-2021-0097761,1,2021,March,4,,1900-01-01 12:30:00,12,1,CALLE,si,Point (107061.361972363 102400.194535702),-58.386312959533,-34.607609793028,TAXI,TRANSPORTE PUBLICO,leve,TAXI,varon,61-70,Día
20678,LC-2021-0097834,1,2021,March,4,,1900-01-01 11:35:00,11,5,AVENIDA,no,Point (103979.23930799 101613.686155269),-58.419912256157,-34.614716113501,MOTO,TAXI,leve,MOTO,varon,31-40,Día
20679,LC-2021-0097879,1,2021,March,4,,1900-01-01 13:15:00,13,10,CALLE,si,Point (98034.8992149929 99688.9682952961),-58.484730737071,-34.632071795369,PEATON,AUTO,leve,PEATON,varon,51-60,Día
20681,LC-2021-0098011,2,2021,March,4,,1900-01-01 12:00:00,12,4,CALLE,no,Point (107811.61286829 99194.4444176923),-58.378104011786,-34.636502272277,AUTO,CAMION,leve,AUTO,mujer,31-40,Día
20682,LC-2021-0098011,2,2021,March,4,,1900-01-01 12:00:00,12,4,CALLE,no,Point (107811.61286829 99194.4444176923),-58.378104011786,-34.636502272277,AUTO,CAMION,leve,AUTO,varon,0-10,Día
20683,LC-2021-0098013,1,2021,March,4,,1900-01-01 13:45:00,13,9,GRAL PAZ,si,Point (95243.4441237175 96171.9929181716),-58.515193574218,-34.663765763914,MOTO,AUTO,leve,MOTO,mujer,21-30,Día
20684,LC-2021-0098274,1,2021,March,4,,1900-01-01 15:15:00,15,8,GRAL PAZ,si,Point (98336.6977234751 93349.2242925865),-58.481452272375,-34.689220953248,MOTO,TRANSPORTE PUBLICO,leve,MOTO,mujer,21-30,Día
20685,LC-2021-0098396,1,2021,March,4,,1900-01-01 15:00:00,15,7,CALLE,no,Point (100566.504451299 101092.218859627),-58.457122570305,-34.619424206699,MOTO,AUTO,leve,MOTO,varon,21-30,Día
20686,LC-2021-0098651,1,2021,March,4,,1900-01-01 17:50:00,17,3,CALLE,no,Point (105852.405103697 102468.150674468),-58.399494108626,-34.607004748386,PEATON,CAMION,leve,PEATON,mujer,51-60,Día
20687,LC-2021-0098770,1,2021,March,4,,1900-01-01 18:35:00,18,9,AVENIDA,no,Point (94549.0100805314 97079.5244127788),-58.522763863116,-34.655581471865,AUTO,AUTO,leve,AUTO,varon,41-50,Día
20688,LC-2021-0098874,1,2021,March,4,,1900-01-01 22:20:00,22,9,GRAL PAZ,si,Point (94273.892376981 96934.4929922463),-58.525766059083,-34.656887319301,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
20689,LC-2021-0098917,1,2021,March,4,,1900-01-01 23:20:00,23,11,CALLE,si,Point (99061.8179748398 102127.090661574),-58.473528579475,-34.610095096638,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
20690,LC-2021-0101735,1,2021,March,4,,1900-01-01 12:00:00,12,15,AVENIDA,si,Point (97283.923361658 103571.945590611),-58.492907996304,-34.597067301924,AUTO,AUTO,leve,AUTO,varon,41-50,Día
20692,LC-2021-0111152,1,2021,March,4,,1900-01-01 09:20:00,9,11,AVENIDA,si,Point (98826.4503696622 101238.843894272),-58.476096045567,-34.618101861621,MOTO,TAXI,leve,MOTO,varon,41-50,Día
20693,LC-2021-0142461,1,2021,March,4,,1900-01-01 16:40:00,16,11,CALLE,si,Point (99893.0288680249 101498.59431432),-58.464466123907,-34.615761088823,MOTO,AUTO,leve,MOTO,varon,41-50,Día
20694,LC-2021-0098397,1,2021,March,4,,,16,SD,AVENIDA,no,SD,SD,SD,PEATON,AUTO,grave,PEATON,varon,31-40,Noche
20695,LC-2021-0098980,1,2021,March,5,,1900-01-01 00:14:00,0,SD,SD,no,SD,SD,SD,MOTO,MOTO,leve,MOTO,mujer,21-30,Noche
20696,LC-2021-0098983,1,2021,March,5,,1900-01-01 00:33:00,0,9,AVENIDA,no,Point (99626.977689611 98059.2178229476),-58.467368776237,-34.646764872447,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
20697,LC-2021-0099174,1,2021,March,5,,1900-01-01 06:30:00,6,3,AVENIDA,si,Point (105577.35615654 100756.106025115),-58.402481671831,-34.622439326108,CAMIONETA,AUTO,leve,UTILITARIO,mujer,21-30,Día
20699,LC-2021-0099345,1,2021,March,5,,1900-01-01 08:15:00,8,1,CALLE,si,Point (106953.837601603 102004.179492424),-58.387482027283,-34.611180362706,PEATON,TRANSPORTE PUBLICO,leve,PEATON,varon,11-20,Día
20700,LC-2021-0099774,1,2021,March,5,,1900-01-01 00:00:00,0,SD,SD,no,SD,SD,SD,PEATON,AUTO,leve,PEATON,varon,21-30,Noche
20701,LC-2021-0099899,1,2021,March,5,,1900-01-01 13:00:00,13,11,CALLE,si,Point (99694.2008214626 101580.880317194),-58.466634030456,-34.615019278623,AUTO,AUTO,leve,AUTO,mujer,51-60,Día
20703,LC-2021-0100047,1,2021,March,5,,1900-01-01 13:30:00,13,1,AVENIDA,si,Point (107438.101361197 102829.304178003),-58.382209281858,-34.603738980870,PEATON,TRANSPORTE PUBLICO,leve,PEATON,varon,61-70,Día
20704,LC-2021-0100089,1,2021,March,5,,1900-01-01 13:45:00,13,3,AVENIDA,si,Point (106513.41423248 102752.753544018),-58.392289656654,-34.604435273925,MOTO,AUTO,leve,MOTO,varon,31-40,Día
20707,LC-2021-0100186,1,2021,March,5,,1900-01-01 15:35:00,15,12,CALLE,si,Point (96679.0296343324 104437.281652918),-58.499498596836,-34.589264972740,MOTO,AUTO,leve,MOTO,varon,31-40,Día
20710,LC-2021-0100509,1,2021,March,5,,1900-01-01 16:30:00,16,7,AVENIDA,si,Point (100209.323299915 100981.467367369),-58.461017281766,-34.620422680924,MOTO,AUTO,leve,MOTO,mujer,41-50,Día
20712,LC-2021-0100652,1,2021,March,5,,1900-01-01 18:00:00,18,3,AVENIDA,si,Point (105219.142715836 101089.924399114),-58.406389831455,-34.619432021193,MOTO,TAXI,leve,MOTO,varon,31-40,Día
20714,LC-2021-0100746,1,2021,March,5,,1900-01-01 16:55:00,16,14,AVENIDA,si,Point (105677.901441775 105580.855973658),-58.401417233867,-34.578946438293,MOTO,AUTO,leve,MOTO,varon,61-70,Día
20715,LC-2021-0100749,1,2021,March,5,,1900-01-01 17:20:00,17,6,AVENIDA,si,Point (103331.195408918 100357.02363389),-58.426973323568,-34.626046443537,MOTO,AUTO,leve,MOTO,varon,31-40,Día
20716,LC-2021-0100775,1,2021,March,5,,1900-01-01 19:40:00,19,9,GRAL PAZ,si,Point (94949.5305150086 96309.4913970691),-58.518399307019,-34.662524884133,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
20717,LC-2021-0100807,1,2021,March,5,,1900-01-01 15:23:00,15,7,AVENIDA,si,Point (102044.392988355 99901.7451140443),-58.441004764173,-34.630153803570,MOTO,AUTO,leve,MOTO,mujer,31-40,Día
20718,LC-2021-0100855,2,2021,March,5,,1900-01-01 18:55:00,18,8,GRAL PAZ,si,Point (99327.0183849749 92326.911306312),-58.470645562388,-34.698437563922,MOTO,TRANSPORTE PUBLICO,leve,MOTO,varon,31-40,Día
20719,LC-2021-0100855,2,2021,March,5,,1900-01-01 18:55:00,18,8,GRAL PAZ,si,Point (99327.0183849749 92326.911306312),-58.470645562388,-34.698437563922,MOTO,TRANSPORTE PUBLICO,leve,MOTO,varon,31-40,Día
20720,LC-2021-0100967,2,2021,March,5,,1900-01-01 20:50:00,20,3,CALLE,no,Point (104923.529061687 101286.258816607),-58.409614351931,-34.617663629752,PEATON,TAXI,leve,PEATON,varon,61-70,Noche
20721,LC-2021-0100967,2,2021,March,5,,1900-01-01 20:50:00,20,3,CALLE,no,Point (104923.529061687 101286.258816607),-58.409614351931,-34.617663629752,PEATON,TAXI,leve,PEATON,mujer,61-70,Noche
20722,LC-2021-0100972,1,2021,March,5,,1900-01-01 21:45:00,21,3,AVENIDA,si,Point (105482.771837412 101155.541658989),-58.403515619703,-34.618839160379,PEATON,AUTO,leve,PEATON,mujer,61-70,Noche
20723,LC-2021-0100987,1,2021,March,5,,1900-01-01 21:45:00,21,1,AVENIDA,si,Point (108748.148645124 102669.050009103),-58.367925485175,-34.605173320417,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
20725,LC-2021-0101058,1,2021,March,5,,1900-01-01 22:30:00,22,1,AVENIDA,si,Point (107500.553188925 101284.933534877),-58.381514880155,-34.617660112719,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
20727,LC-2021-0101107,2,2021,March,5,,1900-01-01 23:30:00,23,5,AVENIDA,no,Point (104235.980527966 101733.065975515),-58.417113476747,-34.613638961370,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
20728,LC-2021-0101107,2,2021,March,5,,1900-01-01 23:30:00,23,5,AVENIDA,no,Point (104235.980527966 101733.065975515),-58.417113476747,-34.613638961370,MOTO,AUTO,leve,MOTO,mujer,21-30,Noche
20729,LC-2021-0100636,1,2021,March,5,,,23,SD,AVENIDA,no,SD,SD,SD,PEATON,AUTO,grave,PEATON,varon,81+,Noche
20730,LC-2021-0101050,1,2021,March,6,,1900-01-01 00:00:00,0,14,AVENIDA,si,Point (103045.5579833 105794.327642458),-58.430107337420,-34.577033139048,AUTO,TRANSPORTE PUBLICO,leve,AUTO,mujer,31-40,Noche
20733,LC-2021-0101185,1,2021,March,6,,1900-01-01 03:15:00,3,9,CALLE,si,Point (95069.5136425433 97532.8904911778),-58.517083120859,-34.651497337553,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
20734,LC-2021-0101192,1,2021,March,6,,1900-01-01 00:00:00,0,SD,SD,no,SD,SD,SD,MOTO,OBJETO FIJO,leve,MOTO,varon,31-40,Noche
20737,LC-2021-0101623,1,2021,March,6,,1900-01-01 10:50:00,10,2,AVENIDA,no,Point (106790.694849074 105894.014737577),-58.389291622088,-34.576116790474,MOTO,AUTO,leve,MOTO,varon,21-30,Día
20739,LC-2021-0101630,1,2021,March,6,,1900-01-01 09:20:00,9,13,CALLE,si,Point (101558.27640111 107195.193147175),-58.446319012262,-34.564408326601,MOTO,AUTO,leve,MOTO,varon,31-40,Día
20740,LC-2021-0102071,1,2021,March,6,,1900-01-01 18:00:00,18,5,AVENIDA,no,Point (102956.501096119 103125.881537634),-58.431068812891,-34.601087954964,MOTO,AUTO,leve,MOTO,mujer,21-30,Día
20741,LC-2021-0102114,1,2021,March,6,,1900-01-01 18:40:00,18,1,AVENIDA,si,Point (107438.101361197 102829.304178003),-58.382209281858,-34.603738980870,MOTO,AUTO,leve,MOTO,varon,41-50,Día
20743,LC-2021-0102301,1,2021,March,6,,1900-01-01 23:20:00,23,6,CALLE,no,Point (102050.624595729 100962.317526392),-58.440939301509,-34.620593375991,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
20745,LC-2021-0104166,2,2021,March,6,,1900-01-01 17:00:00,17,14,AVENIDA,si,Point (104894.316152469 105770.643863581),-58.409958442474,-34.577239592311,MOTO,MOTO,leve,MOTO,mujer,21-30,Día
20746,LC-2021-0104166,2,2021,March,6,,1900-01-01 17:00:00,17,14,AVENIDA,si,Point (104894.316152469 105770.643863581),-58.409958442474,-34.577239592311,MOTO,MOTO,leve,MOTO,mujer,21-30,Día
20748,LC-2021-0109787,1,2021,March,6,,1900-01-01 21:00:00,21,10,AVENIDA,si,Point (95776.1623180557 100356.486504331),-58.509360546357,-34.626047592988,AUTO,AUTO,leve,AUTO,mujer,51-60,Noche
20749,LC-2021-0102311,1,2021,March,7,,1900-01-01 00:20:00,0,2,CALLE,si,Point (104740.569513192 103661.245712928),-58.411622426119,-34.596255360965,MOTO,AUTO,grave,MOTO,varon,31-40,Noche
20750,LC-2021-0102375,1,2021,March,7,,1900-01-01 02:48:00,2,15,AVENIDA,si,Point (101742.819870789 103827.755333883),-58.444301374112,-34.594763673349,PEATON,AUTO,leve,PEATON,varon,11-20,Noche
20751,LC-2021-0102466,1,2021,March,7,,1900-01-01 02:30:00,2,1,CALLE,si,Point (106783.684755988 102640.226469651),-58.389342245380,-34.605447903818,AUTO,AUTO,leve,AUTO,varon,41-50,Noche
20752,LC-2021-0102732,4,2021,March,7,,1900-01-01 12:30:00,12,3,AVENIDA,si,Point (106565.527583232 101711.19167744),-58.391713520434,-34.613824010185,AUTO,AUTO,leve,AUTO,mujer,31-40,Día
20753,LC-2021-0102732,4,2021,March,7,,1900-01-01 12:30:00,12,3,AVENIDA,si,Point (106565.527583232 101711.19167744),-58.391713520434,-34.613824010185,AUTO,AUTO,leve,AUTO,mujer,31-40,Día
20754,LC-2021-0102732,4,2021,March,7,,1900-01-01 12:30:00,12,3,AVENIDA,si,Point (106565.527583232 101711.19167744),-58.391713520434,-34.613824010185,AUTO,AUTO,leve,AUTO,mujer,21-30,Día
20755,LC-2021-0102732,4,2021,March,7,,1900-01-01 12:30:00,12,3,AVENIDA,si,Point (106565.527583232 101711.19167744),-58.391713520434,-34.613824010185,AUTO,AUTO,leve,AUTO,varon,0-10,Día
20756,LC-2021-0103021,1,2021,March,7,,1900-01-01 17:15:00,17,11,GRAL PAZ,si,Point (95163.395206731 104936.542525175),-58.516016340596,-34.584758313143,MOTO,AUTO,leve,MOTO,varon,31-40,Día
20759,LC-2021-0103272,1,2021,March,7,,1900-01-01 23:00:00,23,10,AVENIDA,si,Point (95566.1465618479 100552.699529591),-58.511649717275,-34.624277954758,CICLISTA,AUTO,grave,CICLISTA,varon,11-20,Noche
20760,LC-2021-0103678,1,2021,March,8,,1900-01-01 07:30:00,7,9,GRAL PAZ,si,Point (95527.4910422591 95784.3082722471),-58.512096730287,-34.667261776086,MOTO,TAXI,leve,MOTO,varon,51-60,Día
20764,LC-2021-0104502,1,2021,March,8,,1900-01-01 12:06:00,12,4,CALLE,no,Point (107709.211787013 98487.6312366596),-58.379214444218,-34.642874511601,MOTO,AUTO,leve,MOTO,varon,21-30,Día
20765,LC-2021-0104546,1,2021,March,8,,1900-01-01 14:00:00,14,2,AVENIDA,si,Point (106725.173813986 104906.322638991),-58.389997945077,-34.585020720494,MOTO,MOTO,leve,MOTO,varon,41-50,Día
20766,LC-2021-0104712,1,2021,March,8,,1900-01-01 14:30:00,14,7,AVENIDA,no,Point (102632.896232032 98546.0989363712),-58.434582729131,-34.642372796815,PEATON,TRANSPORTE PUBLICO,leve,PEATON,varon,41-50,Día
20767,LC-2021-0104762,1,2021,March,8,,1900-01-01 15:20:00,15,4,AVENIDA,si,Point (104283.010904511 97171.0865618271),-58.416577932922,-34.654762169465,PEATON,TRANSPORTE PUBLICO,leve,PEATON,varon,21-30,Día
20770,LC-2021-0105028,1,2021,March,8,,1900-01-01 16:45:00,16,15,CALLE,si,Point (102534.354469592 102908.577872681),-58.435670286064,-34.603047929010,AUTO,TRANSPORTE PUBLICO,leve,AUTO,mujer,71-80,Día
20772,LC-2021-0105108,1,2021,March,8,,1900-01-01 17:00:00,17,5,AVENIDA,no,Point (104233.985368329 101389.052256796),-58.417133536046,-34.616740048434,MOTO,AUTO,leve,MOTO,varon,41-50,Día
20773,LC-2021-0105287,1,2021,March,8,,1900-01-01 18:40:00,18,6,AVENIDA,si,Point (102795.264660748 100393.527422764),-58.432817736282,-34.625718955846,PEATON,CAMIONETA,leve,PEATON,varon,81+,Día
20774,LC-2021-0105468,1,2021,March,8,,1900-01-01 21:09:00,21,12,GRAL PAZ,no,Point (95397.5216527931 105480.39028849),-58.513461488050,-34.579856911266,CICLISTA,AUTO,grave,CICLISTA,mujer,41-50,Noche
20775,LC-2021-0105490,1,2021,March,8,,1900-01-01 20:15:00,20,2,AVENIDA,no,Point (105923.357904096 103271.831943519),-58.398726105316,-34.599759625061,PEATON,TAXI,leve,PEATON,varon,11-20,Noche
20780,LC-2021-0106370,1,2021,March,9,,1900-01-01 00:00:00,0,SD,SD,no,SD,SD,SD,PEATON,TRANSPORTE PUBLICO,leve,PEATON,mujer,61-70,Noche
20785,LC-2021-0106996,1,2021,March,9,,1900-01-01 14:00:00,14,9,CALLE,si,Point (94165.4336456449 97687.1784646505),-58.526943997723,-34.650101734793,MOTO,AUTO,leve,MOTO,varon,41-50,Día
20786,LC-2021-0107235,1,2021,March,9,,1900-01-01 16:15:00,16,9,AVENIDA,no,Point (97164.2885889542 97279.0497935775),-58.494233606498,-34.653793596604,MOTO,TRANSPORTE PUBLICO,leve,MOTO,varon,31-40,Día
20787,LC-2021-0107239,1,2021,March,9,,1900-01-01 11:45:00,11,8,CALLE,si,Point (98889.9094798135 94539.8175545583),-58.475413308346,-34.678489360767,MOTO,CAMIONETA,leve,MOTO,varon,21-30,Día
20788,LC-2021-0107255,1,2021,March,9,,1900-01-01 00:00:00,0,SD,SD,no,SD,SD,SD,MOTO,AUTO,grave,MOTO,varon,41-50,Noche
20789,LC-2021-0107281,1,2021,March,9,,1900-01-01 16:00:00,16,9,CALLE,no,Point (94318.718349279 98846.8050324249),-58.525264102407,-34.639649314728,PEATON,TAXI,leve,PEATON,mujer,71-80,Día
20792,LC-2021-0107420,2,2021,March,9,,1900-01-01 17:09:00,17,10,CALLE,si,Point (97334.5848397058 101024.347725792),-58.492363894166,-34.620032545181,AUTO,AUTO,leve,AUTO,mujer,11-20,Día
20793,LC-2021-0107420,2,2021,March,9,,1900-01-01 17:09:00,17,10,CALLE,si,Point (97334.5848397058 101024.347725792),-58.492363894166,-34.620032545181,AUTO,AUTO,leve,AUTO,varon,51-60,Día
20794,LC-2021-0107509,1,2021,March,9,,1900-01-01 17:49:00,17,10,CALLE,si,Point (96211.4736189244 100101.002734181),-58.504614659756,-34.628352346196,MOTO,AUTO,leve,MOTO,varon,21-30,Día
20795,LC-2021-0107559,1,2021,March,9,,1900-01-01 20:42:00,20,4,AVENIDA,no,Point (106723.21166467 99232.3238443431),-58.389974744303,-34.636168469015,PEATON,AUTO,leve,PEATON,varon,61-70,Noche
20797,LC-2021-0107681,1,2021,March,9,,1900-01-01 21:50:00,21,12,AVENIDA,si,Point (97233.4069893857 105367.084079009),-58.493452720415,-34.580884986857,MOTO,TAXI,leve,MOTO,varon,41-50,Noche
20798,LC-2021-0107706,1,2021,March,9,,1900-01-01 18:58:00,18,4,CALLE,si,Point (109609.325999735 99568.5087203525),-58.358501833358,-34.633115145332,PEATON,TRANSPORTE PUBLICO,leve,PEATON,varon,41-50,Día
20802,LC-2021-0111619,1,2021,March,9,,1900-01-01 13:10:00,13,7,CALLE,si,Point (99918.1747165406 100442.556055309),-58.464192113993,-34.625280643588,PEATON,CAMIONETA,leve,PEATON,varon,41-50,Día
20803,LC-2021-0116894,1,2021,March,9,,1900-01-01 16:30:00,16,12,CALLE,si,Point (98390.2695469883 107144.84734607),-58.480840544637,-34.564861919151,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,61-70,Día
20804,LC-2021-0121920,1,2021,March,9,,1900-01-01 15:00:00,15,9,CALLE,no,Point (95997.0620383051 95984.1087202863),-58.506972593079,-34.665462677192,AUTO,AUTO,leve,AUTO,mujer,51-60,Día
20805,LC-2021-0108048,2,2021,March,10,,1900-01-01 08:05:00,8,3,CALLE,si,Point (105678.617425885 100770.684420408),-58.401377568277,-34.622307360655,MOTO,AUTO,leve,MOTO,varon,31-40,Día
20806,LC-2021-0108048,2,2021,March,10,,1900-01-01 08:05:00,8,3,CALLE,si,Point (105678.617425885 100770.684420408),-58.401377568277,-34.622307360655,MOTO,AUTO,leve,MOTO,varon,21-30,Día
